Actual_value,predtected_by_model
24000.0,12390.144117752097
5000.0,6713.932116694592
14125.0,16208.249029948673
5000.0,4985.250649807931
21600.0,14661.63625098931
7000.0,6432.199731209837
10000.0,8974.630265248385
5500.0,7733.139910944621
12000.0,12752.312277930772
7800.0,8669.565324537694
2200.0,3890.1511720507306
5000.0,5537.168311250864
6000.0,7947.980745890247
20000.0,11268.31382905216
24000.0,14022.635304036708
20000.0,13188.902564585043
7500.0,7031.446315073372
10650.0,11836.21265860539
9000.0,9316.80534090687
15000.0,10465.590983369964
17500.0,14487.62128000205
24000.0,16704.981794697233
6533.0,7442.796449038809
3000.0,5216.413152392792
7200.0,13689.064728593168
15000.0,16458.83649295521
1800.0,4679.609382655426
12000.0,9162.806937123687
3477.0,4039.2303708936734
10000.0,9318.730251210616
6000.0,7939.047288469814
9694.0,10118.794818044085
8000.0,8216.578799991456
9000.0,8825.406323049725
7128.0,9206.073930662735
10000.0,14505.89493580022
5000.0,4769.457559548786
9000.0,9555.248181553889
5000.0,4365.071261328203
13000.0,8606.032926034415
10800.0,11248.843826031378
2400.0,2886.521834196972
7500.0,6962.668164700735
6000.0,7150.210815968925
7500.0,9303.791458748115
18000.0,14158.238820484274
12000.0,10252.014576373085
15075.0,21136.985040036947
12000.0,8434.825904983314
16000.0,17317.489717718476
2500.0,2905.111084975647
12000.0,11746.566834602165
20000.0,11910.201198716491
5500.0,7590.712487752911
9000.0,9279.132533190814
15000.0,9739.490052948284
2300.0,4239.720883136321
6000.0,7227.220515255229
20000.0,12869.869621992331
20000.0,14405.145347411877
2000.0,4435.242362482819
8000.0,8747.98435276286
7200.0,8155.735404584777
5000.0,7795.856397488527
5000.0,6922.3074514288655
12000.0,9597.174602043582
9600.0,12217.985803840415
4850.0,10487.574843862441
8000.0,9919.236319492693
10000.0,8550.812862938243
7500.0,6840.342473130995
1513.0,3181.6985162715446
15000.0,12494.11204399018
5000.0,6588.680425329474
2000.0,3603.5487107645476
12000.0,8892.748933941863
8000.0,7552.163093035053
18000.0,14996.211338007053
10000.0,8198.437399294864
2400.0,5073.038833000834
25000.0,14670.965946691917
7000.0,7779.471265226681
7000.0,6717.810854721372
5000.0,6233.098340047658
3000.0,7185.904283098162
8500.0,11387.922472993358
6000.0,7728.198990607287
12000.0,8033.164620292309
24000.0,18008.64900145901
9147.0,9615.625176164149
4200.0,7063.346175031851
4000.0,5859.85635503985
3100.0,5140.36063141082
8479.0,11158.652400038365
3000.0,4401.332584293882
5000.0,7474.539533618257
6000.0,11323.689656256234
24000.0,15113.158552727726
25000.0,13877.92060146827
8650.0,7809.035406290848
9600.0,10217.170524645217
16000.0,14411.624217555958
12000.0,13906.914997962236
4400.0,5941.891746610878
14458.0,12843.889164673508
20000.0,17081.259018088764
9600.0,10220.861477043716
14800.0,9379.147395149108
16000.0,15595.7784021967
25000.0,24711.291018447417
12000.0,9449.232210990087
5477.0,6772.431635799212
4200.0,5781.319548672274
7025.0,8019.389684535536
5000.0,5830.496553437435
4500.0,5069.876577122106
35000.0,16381.399029719845
3600.0,5888.82149127585
12000.0,8886.987093797497
12350.0,7180.929758609198
7800.0,6971.359372439923
15000.0,10978.145491365334
1500.0,3474.718990922838
7000.0,6910.685501623446
12250.0,10848.499736557225
17600.0,11205.946845595476
9000.0,5406.811519499517
20000.0,19968.040428336833
9000.0,12288.169041451476
6000.0,11988.488182875046
2400.0,5662.195083507149
20000.0,14726.351632800002
5100.0,6528.113418786388
5500.0,7297.530078424867
4375.0,10903.833649699454
3000.0,4512.718783668522
15000.0,12347.09967964356
7175.0,10528.69228137915
1000.0,150.81950468525156
3800.0,8039.127232494988
4000.0,5379.790167838224
3600.0,7034.2075791003335
12000.0,10368.084850119305
18000.0,16176.942840699974
1500.0,4639.7334358150565
7500.0,8243.589797633025
1200.0,2812.0088231319014
6000.0,8639.050089897135
10000.0,13400.911697231613
12000.0,8430.848789143876
14000.0,10084.127300078648
4000.0,7400.781018378688
4190.0,8229.477560392394
4500.0,3062.0816319742453
24250.0,12612.417631133887
6474.0,6208.658334863452
7500.0,11791.118711545483
21000.0,12692.083838561444
1500.0,3373.0006922168723
5000.0,8525.656525938724
3800.0,8938.003080438239
7750.0,15855.35274625028
4000.0,5526.790049473262
19000.0,15078.769367852927
7500.0,7727.382878630526
12000.0,9751.46798775634
5000.0,5050.749262519255
13965.0,9951.228493253535
9625.0,8421.065447933068
12000.0,7976.154717038809
4293.0,7426.115463822882
1325.0,2808.978661956041
12000.0,13084.298764273137
2500.0,6021.780003107144
13000.0,17006.89316288258
9000.0,9873.535606661762
10000.0,7401.060116636812
5000.0,6144.406608583546
3600.0,4526.270349943589
2500.0,4970.190438500385
24000.0,11975.604877005417
4000.0,7015.361673340431
10000.0,9663.025048088375
20000.0,15485.918215073643
11000.0,11523.048906819728
4500.0,5495.908348914485
6500.0,13021.267900669225
12000.0,7779.4764829212745
5000.0,7501.435799404984
2000.0,3858.4631444515016
17500.0,11531.197098214836
2200.0,4816.342209567132
1500.0,3740.0768790811726
19600.0,17871.062919636162
16000.0,15765.13260860463
17000.0,11405.345448597853
6625.0,6562.394887909717
5500.0,6516.264082917109
7200.0,7726.392379975465
7500.0,10928.36715016945
11500.0,14967.181667665815
4000.0,5005.097544382397
4146.0,13335.419999502321
10800.0,8914.629243264375
2700.0,4503.9958163182655
3007.0,6967.691748850319
4000.0,6958.614323172396
2464.0,3830.5036125088127
35000.0,28453.44958777775
8875.0,13677.693185978225
14400.0,10695.881595896952
8500.0,9545.314183533827
21000.0,12690.430720605624
10000.0,17071.468255766034
15879.0,14070.441239556041
15000.0,14017.30270324712
10000.0,7653.3539615828795
23500.0,21537.374270116787
10000.0,7766.363889913095
1457.0,2250.892438038657
5000.0,7080.8168119565435
12000.0,8549.130443676882
6000.0,6495.129843515959
7200.0,7145.997832126357
4000.0,6038.974809852583
9000.0,8487.484608768582
3000.0,5907.614121038021
20000.0,12157.98981634803
25000.0,17640.60501376618
10000.0,10540.404637039577
10000.0,9700.022902582941
4800.0,6926.701369131502
12000.0,8702.775599082488
15000.0,10962.637691953527
3500.0,4573.425757503597
5500.0,9310.155472877666
12000.0,10128.820155643827
5550.0,6428.630535838309
5500.0,12510.73620902939
7150.0,8435.701633708597
7500.0,6329.72413660979
2000.0,3595.822852681252
3000.0,4590.778273358994
15000.0,11326.129088755317
4800.0,4977.1432785167
4950.0,11579.670983481288
3000.0,6085.782045803635
28800.0,14190.976860854991
2500.0,3231.4854775166687
10000.0,10695.691485806381
6400.0,14252.868056265606
3988.0,6381.5315622646685
15000.0,11235.921361590672
6532.0,6470.1006889272885
2275.0,4825.752114330146
6000.0,10843.773671513887
15000.0,14433.141206119783
15000.0,12547.679525240022
8000.0,15866.908052535333
12000.0,8455.494171186187
12000.0,10772.532399620395
2000.0,5158.185034398801
3629.0,4957.503357508309
6000.0,6956.552143485147
6000.0,4613.5408050289325
25000.0,14585.275187429897
4800.0,6074.270191205484
5600.0,6762.941560351521
6900.0,6801.94248772289
16000.0,10700.36469864749
17925.0,14073.53343946141
10000.0,19494.635715243487
15000.0,15525.347292730605
15000.0,14471.853477217626
10000.0,10102.756690585184
3000.0,4762.246599957445
12000.0,9029.83444652899
4500.0,6836.431246294031
14110.0,9825.382358390805
12000.0,13260.725526885684
9600.0,13861.904937826554
8000.0,6012.794784567304
21000.0,15354.734744943822
6000.0,7509.831765881141
1200.0,2119.21406765176
6000.0,13505.17701363893
4400.0,8790.509770422885
3000.0,6607.4785641173185
4000.0,6006.348579415555
5600.0,6981.104243411017
6350.0,7313.228746367087
25000.0,12332.356351572
10000.0,6625.333929571201
2675.0,3375.1079388825656
14500.0,14283.693039542197
2500.0,4211.94755625126
18000.0,12633.105013726343
15000.0,13142.212074367953
10000.0,9060.814036583368
6000.0,12929.448546859776
4500.0,7284.001599981268
4500.0,4791.31935767504
6000.0,9286.005401545955
5100.0,8798.935191745599
12000.0,10146.708276008592
5416.0,5072.117265591483
5000.0,6215.2178366618955
1500.0,2084.946894640995
8000.0,7534.523426862446
7500.0,11029.629141474272
10000.0,15316.811058327881
14500.0,13609.800724434206
3500.0,4915.188749229852
5300.0,7227.6605953706185
2500.0,5000.774514701365
20235.0,12097.096787157881
13000.0,16992.166210494586
3000.0,2096.9360275977333
20000.0,12024.646015763677
5000.0,6434.999830757924
6000.0,8502.478475524937
12000.0,9270.56817408272
10664.0,8995.277869021122
8000.0,7742.81297368392
12000.0,15299.43044473179
25000.0,12557.098709138989
12000.0,11046.811557326468
3000.0,3971.884753972792
3188.0,6066.6369508496155
15000.0,13368.567131091806
3000.0,4930.799151313808
12000.0,10183.123323586085
17500.0,11026.094352369126
13800.0,14951.346265907008
6000.0,7015.807934703413
20000.0,19462.196270466484
10000.0,12165.587180883265
8000.0,10701.955320637024
3000.0,3978.453863060503
5000.0,11324.22986195496
5000.0,5772.419952499624
10000.0,8929.165396369257
25000.0,19976.20504244553
12000.0,10451.559388235697
10000.0,10813.23287466508
7000.0,6040.987821914356
7000.0,7539.585978986561
9268.0,6182.959018447424
12846.0,14675.646470821974
4500.0,5549.029717662173
4250.0,4266.647418469907
3700.0,5491.158793297156
1500.0,1797.8063533496825
7834.0,7773.802431254555
7750.0,7926.540416288624
5000.0,5502.374082457924
12000.0,8509.599780426433
8481.0,6798.597374815643
3514.0,7701.301305573483
12898.0,13576.574831001291
11200.0,9397.66786771087
20000.0,14614.189115313608
3000.0,5093.467766363696
15000.0,19753.27242927903
8050.0,9417.238464598848
4181.0,5850.099627812955
10096.0,8024.81316791248
20000.0,22953.290817907546
2000.0,5725.7946724793765
6975.0,6684.0286100073645
3000.0,5057.98631744114
3600.0,3942.67606316408
15000.0,15945.97764194221
15000.0,12659.782714752835
3600.0,4759.129357409749
1000.0,3950.994010774686
25000.0,15112.664981179752
20000.0,15313.767493376732
5000.0,8874.690891245858
4750.0,11532.031065982761
4800.0,7794.382413843987
9000.0,7268.260610314914
2800.0,4090.418425451144
4000.0,5019.400500028483
25000.0,14338.12728753533
7500.0,7580.291634338779
5000.0,11883.56300149987
4600.0,4712.171710078905
8000.0,10059.996905144593
26000.0,14052.54681039303
11000.0,14796.566682056588
3873.0,5044.802507520115
12000.0,13684.863782550628
8000.0,7067.351239259677
15000.0,12358.448491428195
3597.0,4737.118120665107
15000.0,14251.045942408657
12000.0,9096.563420493434
10000.0,6951.980387041744
24884.0,12994.71115920464
9150.0,6383.561473764314
14590.0,11172.172610728707
10000.0,8008.602600567103
7500.0,8755.993575044244
1500.0,3274.623011982545
5000.0,6791.806889499949
3000.0,2583.552654786058
10000.0,8735.744257407458
15890.0,14778.052897129286
2500.0,4342.6098234077335
4000.0,4598.686005525697
12000.0,15537.580853147678
2500.0,7782.538547884309
12875.0,16596.150977458026
6250.0,6933.410297689303
14500.0,9507.82548725432
14000.0,14403.266949890682
20000.0,17798.53325537531
1600.0,4431.587308195831
1494.0,1796.8009211266608
4000.0,6106.447023082383
6000.0,6449.263095045717
12000.0,9662.357871392273
11000.0,12901.893790533142
9000.0,7234.659362945846
7750.0,10428.41749094449
15000.0,13903.720546016897
3000.0,3270.7239169504483
6000.0,10382.08568450413
15000.0,9208.772418650575
25000.0,20557.938178486496
3000.0,3808.1358662225502
3000.0,5262.333186527925
7800.0,7052.2579183751095
15000.0,13320.909039878223
1000.0,4068.8815264067134
17000.0,17090.81630843858
18800.0,12555.481564444257
9250.0,8175.08663304959
6000.0,6314.709505413799
5000.0,3734.5454033730757
8000.0,9347.542742744516
15000.0,12473.276266734772
6400.0,7662.813625028715
6000.0,5890.461324260921
28000.0,14476.015077661328
12000.0,10185.362321840992
3200.0,2776.482341500362
2000.0,4320.413502718533
3000.0,8646.634686523455
4000.0,4953.283878752318
13000.0,9193.962458182463
5000.0,6427.7506345206075
4600.0,4859.770670743104
9000.0,8989.443804972418
35000.0,22558.259423244905
10000.0,7842.298319191821
2000.0,4690.0163763973105
24083.0,13910.837184444948
4000.0,5978.5106444430385
3000.0,5333.326899849693
25000.0,11390.7292452284
3800.0,5885.689492155529
10000.0,12173.983653160567
7500.0,8729.332992871297
16800.0,9745.421898430073
9100.0,8763.12786568345
20000.0,12838.83771661364
18000.0,16476.814304743486
8000.0,7942.05535127976
1600.0,6405.554323011307
4000.0,5921.062780153472
10000.0,7587.287594885087
8000.0,6769.234380918824
10000.0,9280.07066235892
4500.0,6122.2752726612325
6000.0,5254.746572349648
15000.0,10559.263502092213
3000.0,5165.240746029871
12000.0,18044.055891059586
12000.0,9019.519866663755
21000.0,12721.006442493812
7000.0,7387.209796971474
14900.0,12230.858584112711
3459.0,6584.9620582302905
7500.0,7882.588889954031
5000.0,5577.897305432338
13488.0,10727.931265583296
3000.0,4257.4199788865035
5000.0,11657.193772384171
14000.0,8413.342980076051
9000.0,10236.520729012182
3000.0,5132.69546587976
1800.0,7623.417717397979
8000.0,7872.224627392594
4200.0,6958.691391989849
15000.0,10897.526138294532
6000.0,10147.466752697504
3500.0,5995.878881557939
2500.0,4608.88729299079
1000.0,2604.5484414678094
6250.0,8863.256459471282
5400.0,8059.079022417516
12000.0,7996.581779668662
4000.0,7128.282533991729
5375.0,10289.453978255051
12000.0,10424.806790845865
15000.0,21400.609391619822
35000.0,15968.265873284608
14000.0,14093.995449703192
15000.0,15008.84378895107
7000.0,6715.386012210816
5200.0,5868.772550133448
6000.0,5549.499227019385
16700.0,22067.438398815983
7200.0,7441.388473696168
7000.0,7075.160327231788
11026.0,9430.650728663282
6000.0,7264.253812692006
22000.0,14987.556098134623
2728.0,4868.306117396491
7175.0,9900.53534193275
15000.0,12402.392724640065
6000.0,6278.384114347597
1000.0,3861.331339717891
10000.0,12627.533903883628
25000.0,17581.567453522228
8000.0,8655.369401313661
15000.0,11012.448544509443
6000.0,5471.845895064416
6000.0,10631.407155598701
18000.0,11659.734391887863
8400.0,13197.372743820119
6400.0,6364.105723110075
10000.0,16578.518081106115
5000.0,7099.423203544247
5000.0,6844.590340554501
10000.0,9160.223186129728
7200.0,5419.959858222826
6000.0,8255.097685779061
3000.0,5135.817771815762
5000.0,5752.7257618767
10000.0,15383.915949099372
12000.0,10623.959016941611
14000.0,11960.85721028952
10000.0,11364.149902888435
1000.0,2991.676033378917
5000.0,7816.148792731072
5000.0,5896.32787624618
5000.0,10184.46181634256
15000.0,12840.96847469919
12000.0,7527.002633408598
7200.0,7176.685772263891
2029.0,3800.1676314850592
12800.0,14338.991950936621
20000.0,14089.50703269573
2800.0,5239.78175102046
8000.0,6775.826205865085
10800.0,12578.43522434216
21000.0,13249.030450393248
25000.0,13956.470099611312
6500.0,7311.945901290615
6000.0,8115.862745115781
7000.0,8938.504166158107
4000.0,10246.179402800912
7000.0,8666.609412543197
11050.0,11103.285689292496
15000.0,13442.216426086996
10000.0,9887.207187462564
8050.0,10886.503314391548
2400.0,3472.7423560127536
10000.0,9035.640550832872
7000.0,9497.941505887758
15000.0,11640.496395587037
2500.0,5251.307917152133
4500.0,4898.592063894848
4750.0,5785.521517976145
4800.0,5359.34547507627
14000.0,12598.478947426824
10400.0,12857.366119332988
25000.0,18036.663405317966
20000.0,11452.582429712818
20000.0,20238.582845604935
1500.0,3523.9542100418203
2000.0,5158.839441665823
10000.0,11384.554885048876
6000.0,6821.765154113486
18000.0,13481.817828507466
6000.0,5323.895168940837
7000.0,14213.844963920468
6000.0,8510.989001029046
20000.0,16719.25900688475
6500.0,5663.464521280708
6000.0,5620.631679089962
17000.0,17580.923179086036
10000.0,8410.837276299788
25000.0,19828.546933226018
13000.0,12889.825972472388
10000.0,8221.011095951299
2500.0,3205.315808957049
1925.0,2604.20971503531
6000.0,6573.797831716767
6000.0,8336.372257535268
9000.0,7999.061698033993
7800.0,10594.8199447233
3000.0,6577.225815334352
15000.0,10581.756035986242
11125.0,9831.864644914815
9000.0,8870.762637249136
14000.0,16476.352147312587
3001.0,6411.959067280319
10872.0,14036.80821220363
11400.0,10221.643568198222
8075.0,7858.915281469575
4500.0,9583.665783519575
18000.0,12274.222990208706
2141.0,6987.184465003871
1200.0,2219.095019530585
25000.0,14091.65220813958
7000.0,5979.205303311877
15000.0,14024.61232263356
8575.0,12030.301023432401
7298.0,7195.224188050832
10000.0,10519.840948183339
12000.0,11223.683333419986
16000.0,12104.234393726907
10000.0,8994.47696707046
1000.0,4762.3684317123025
8000.0,6577.121467166822
3000.0,3783.900230123947
13819.0,14899.570744046092
3200.0,5449.54388679658
12800.0,9648.91568136214
8000.0,14989.735791914054
16000.0,12087.447739017212
2029.0,5505.666507307567
1500.0,3394.121764640907
9950.0,7594.935690441109
2497.0,2560.450578015084
20000.0,13825.671155043112
8000.0,15494.320951095075
6000.0,7512.649221775457
18000.0,14893.129171853581
1200.0,3541.77451451862
22000.0,14291.034425168176
6000.0,6560.201631638001
5000.0,6749.385815895139
20000.0,16458.34154347708
3600.0,4318.79089429756
10000.0,10535.741291852737
12000.0,10333.80097420499
2900.0,2967.118691791423
3200.0,3884.3175222233476
10000.0,13806.161424425232
12000.0,11494.843033423867
4789.0,5455.107985414548
17500.0,18573.22249862086
4800.0,6610.060827832658
3600.0,3448.9047085266056
7600.0,7623.843130384497
5550.0,9573.725158178904
7200.0,7378.056905162119
25000.0,15288.136406498035
10000.0,11840.708968198354
12000.0,12170.273121430982
16000.0,13209.368640394941
5000.0,8252.08198818429
35000.0,26924.095811999985
25000.0,19177.44899644782
16000.0,14261.129065939136
16000.0,13380.135733268506
3150.0,3878.4882149082214
7200.0,8455.945248282216
10000.0,10376.129268180957
12000.0,8733.033956758964
19000.0,13327.00386322809
7000.0,7409.747565288302
1500.0,5105.402227823077
1800.0,2467.1401480812447
5400.0,7070.236884765292
5800.0,11009.926927671702
1200.0,2999.449731635532
19618.0,14632.419654083706
5000.0,8631.725163818812
14800.0,20087.22256571662
5000.0,7758.774008126493
9000.0,7038.983617542688
5000.0,6155.094420043459
1500.0,3457.933619838781
4200.0,4663.750137436071
6500.0,6524.513214019278
6600.0,6199.943427559565
5000.0,8939.03795689147
24000.0,16414.537360951865
15000.0,14061.957925385437
25000.0,16688.725978528622
10000.0,13752.722483761945
8000.0,7408.348301882224
6000.0,3040.63919399735
12678.0,9635.123213961264
6468.0,6636.670723519061
15000.0,9395.319672428
12000.0,10991.684141240306
9400.0,10326.96977836863
4000.0,2469.2702858352122
9000.0,10135.357334568746
8715.0,7055.925202056336
8000.0,9251.256408391357
12000.0,12706.691807471312
6000.0,7062.219122593155
12000.0,10233.564716603063
2400.0,7644.3740191211455
15000.0,10750.082629340786
5600.0,7585.812516035798
8000.0,12254.74221683563
4000.0,6279.401823841157
12000.0,10421.369558108823
6500.0,6460.403925851833
7000.0,12119.360453319887
25000.0,20820.156303759468
7000.0,7555.445338077059
2000.0,4499.662920929132
6500.0,7842.860615496722
3200.0,4167.3551617836165
13500.0,11075.099760860352
5000.0,6600.78219806669
18000.0,15962.57506750916
8000.0,8166.858556758132
4250.0,8260.969086852254
14067.0,11655.063765386338
9600.0,13065.339736360775
14435.0,11073.696116529058
11200.0,11753.5532554437
3000.0,4873.310777753757
7600.0,8364.721157301568
7000.0,12463.74888873517
8000.0,11786.42272538786
10200.0,7067.56940329688
4500.0,7806.86819430964
5600.0,8148.858606213209
10000.0,12405.162930844348
9600.0,8949.091620197772
10056.0,8364.453282096825
25123.0,17301.04676992024
5000.0,5756.797061211875
8000.0,6808.9081425897475
6000.0,6967.467584164708
20000.0,17261.433617122057
15000.0,12164.546076691217
6000.0,6290.657726897223
9000.0,8886.554987933114
10000.0,8077.167490365437
8874.0,9991.934843467627
17000.0,16294.932633206017
10000.0,10519.161496802884
15000.0,9493.544137661278
5000.0,7310.975022941673
10000.0,7575.742588347757
15000.0,13235.371972859439
14000.0,13040.264743644666
20000.0,15427.42529795696
3252.0,4722.152852956931
8000.0,10017.5433790369
6000.0,9997.921725412869
12000.0,12251.489713137204
10000.0,11098.270706683745
25000.0,17645.802515309842
5000.0,7319.338873637562
7000.0,9170.620326787252
3000.0,6306.174516945413
8000.0,11919.766139756975
5000.0,5731.946862023697
15000.0,17533.89332437593
8000.0,9607.651732579234
3600.0,5846.866434776741
20000.0,10822.076784047315
21000.0,15930.978581571404
15000.0,15635.487471717342
5000.0,7830.334043288984
7000.0,7299.855178994287
12000.0,8677.142193880203
11000.0,9283.704575725784
2000.0,3429.297396494998
15000.0,18399.824152033347
19200.0,14470.31946606143
10000.0,9474.665974265612
4000.0,7987.82370902354
15000.0,15069.665122216398
15000.0,21794.539418105465
5000.0,7522.943076204798
22000.0,14719.282396022418
24250.0,14214.384624420813
3000.0,5714.023905860186
20223.0,20540.177668198005
2400.0,6323.699584875167
2000.0,3474.725648955732
3000.0,4896.857457932476
12000.0,8004.778480342082
21600.0,17425.116964113964
4750.0,18915.408944634997
35000.0,19009.854046175788
7000.0,14223.115921273084
3200.0,5463.071782213738
30000.0,14209.444045152419
8800.0,7833.879611276328
10000.0,11986.084677515517
24250.0,27050.016094718892
4800.0,5411.71327393205
5000.0,8150.828095708241
6000.0,6235.073415713467
14975.0,20651.93689598445
8000.0,11132.781594583661
12000.0,14901.60517934651
7800.0,8246.57522915066
7200.0,7879.8527817364975
3162.0,5217.891485383661
10000.0,11779.920068478214
7750.0,8147.9837366218035
12000.0,16845.51097231776
1957.0,6506.022055579613
5000.0,4898.347779757572
11500.0,13124.137887023991
12000.0,11243.361646294512
28000.0,17460.829642146775
5000.0,5672.732392146221
12000.0,12902.686456993431
5600.0,6765.621993944014
1800.0,17276.47034772284
25000.0,20874.844132023216
10000.0,8986.160132662026
10000.0,6830.170284767033
10500.0,10652.045117942664
5000.0,7395.437401343826
9600.0,8845.311763412923
8875.0,12505.52920117662
5800.0,6462.004133423823
9000.0,10059.244813362355
6400.0,12153.841039998577
12000.0,11360.931212545915
18000.0,12909.74965147372
8000.0,14540.099699942048
28000.0,14559.41610605418
13042.0,12298.945614400987
12500.0,11109.847184266813
12000.0,12131.92413822351
10000.0,14288.564605345104
3000.0,4603.293922572268
7000.0,7120.933724398086
7000.0,6754.835606987346
3025.0,5757.125790570875
2300.0,4490.593396232576
4800.0,5415.157698957713
3500.0,4468.028994673874
20000.0,13082.77928390954
25000.0,13027.748342321565
20569.0,12742.426734021976
7200.0,8980.111399709933
2500.0,4523.049859619214
12000.0,14389.721323944525
5350.0,7038.232791160886
10000.0,7378.840859276681
1439.0,3170.2757206437727
7000.0,6697.749814353641
16800.0,11327.171558537468
24625.0,15986.907526199675
12000.0,8428.590734621243
8000.0,10164.143133030231
8430.0,18179.60417295473
4200.0,4800.557243618967
6000.0,7176.253788377979
3000.0,5044.236451732284
6000.0,13104.1210316243
8000.0,11225.270765385501
